SCHOOL_CODE,SCHOOL_NAME,NETWORK
310024,CARDENAS SUM,No Network
850086,CARITAS HOME DAYCARE,No Network
850084,CARLOS CANTU CHILD AND FAMILY CENTER,No Network
909837,CARNEGIE EVE,No Network
309837,CARNEGIE SUM,No Network
850034,CAROLE ROBERTSON CNTR FOR LRNG,No Network
850033,CAROLE ROBERTSON CNTR LEARNING,No Network
850036,CAROLE ROBERTSON CTR LRNG -KIPP,No Network
850035,CAROLE ROBERTSON LEGACY,No Network
909839,CARROLL EVE,No Network
309839,CARROLL SUM,No Network
909842,CARSON EVE,No Network
309842,CARSON SUM,No Network
909844,CARTER EVE,No Network
309844,CARTER SUM,No Network
909845,CARVER G EVE,No Network
309845,CARVER G SUM,No Network
909760,CARVER MILITARY HS EVE,No Network
309760,CARVER MILITARY HS SUM,No Network
850038,CASA CENTRAL - EARLY LRNING ACAD,No Network
910021,CASALS EVE,No Network
310021,CASALS SUM,No Network
909849,CASSELL EVE,No Network
309849,CASSELL SUM,No Network
910251,CATHER EVE,No Network
310251,CATHER SUM,No Network
850017,CBO ALAIN LOCKE CHARTER,No Network
850224,CBO GREAT LAKES ACADEMY CHARTER SCHOOL,No Network
850140,CBO LEARN CHARTER SCH - ROMANO BUTLER,No Network
850141,CBO LEARN CHARTER SCH - SOUTH CHICAGO,No Network
850027,CCC - MALCOLM X CHILD DEV CNTR,No Network
850028,CCC - OLIVE HARVEY CHILD DEV CNTR,No Network
850029,CCC - TRUMAN CHILD DEV CNTR,No Network
850025,CCC DALEY CHILD DEVELOPMENT CNTR,No Network
800107,CENTERVIEW THERAPEUTIC-DAY ES,No Network
800108,CENTERVIEW THERAPEUTIC-DAY HS,No Network
800109,CENTERVIEW THERAPEUTIC-DAY-INT ES,No Network
800110,CENTERVIEW THERAPEUTIC-DAY-INT HS,No Network
850085,CENTRO INFANTIL PUERTO RICAN COM,No Network
800230,CHADDOCK SCHOOL ES,No Network
800231,CHADDOCK SCHOOL HS,No Network
909851,CHALMERS EVE,No Network
309851,CHALMERS SUM,No Network
800259,CHAMBERLAIN INT 61366,No Network
800258,CHAMBERLAIN SCH 8645,No Network
909852,CHAPPELL EVE,No Network
309852,CHAPPELL SUM,No Network
909853,CHASE EVE,No Network
309853,CHASE SUM,No Network
910148,CHAVEZ EVE,No Network
310148,CHAVEZ SUM,No Network
850052,CHGO LIGHTHOUSE - BV IMPAIRED,No Network
910248,CHICAGO ACADEMY ES EVE,No Network
310248,CHICAGO ACADEMY ES SUM,No Network
910340,CHICAGO ACADEMY HS EVE,No Network
310340,CHICAGO ACADEMY HS SUM,No Network
909753,CHICAGO AGRICULTURE HS EVE,No Network
309753,CHICAGO AGRICULTURE HS SUM,No Network
800061,CHICAGO AUTISM ACADEMY ES,No Network
800062,CHICAGO AUTISM ACADEMY HS,No Network
850104,CHICAGO CHILD CARE SOC - HYDE PK,No Network
850044,CHICAGO COMMONS - GUADALUPANO,No Network
850048,CHICAGO COMMONS - NIA FAMILY CNTR,No Network
850049,CHICAGO COMMONS - PAULO FREIRE,No Network
850050,CHICAGO COMMONS-TAYLOR CTR,No Network
850058,CHICAGO CTR GEORGE E TAYLOR,No Network
800063,CHICAGO LIGHTHOUSE ES,No Network
800064,CHICAGO LIGHTHOUSE HS,No Network
800276,CHICAGO LIGHTHOUSE INT ES,No Network
800277,CHICAGO LIGHTHOUSE INT HS,No Network
909754,CHICAGO MILITARY HS EVE,No Network
309754,CHICAGO MILITARY HS SUM,No Network
909674,CHICAGO VOCATIONAL HS EVE,No Network
309674,CHICAGO VOCATIONAL HS SUM,No Network
850057,CHICAGO YOUTH CENTERS FIRST STEP,No Network
800160,CHILDRBRIDGE CENTER FOR ED - INT ES,No Network
800161,CHILDRBRIDGE CENTER FOR ED - INT HS,No Network
800158,CHILDRBRIDGE CENTER FOR ED ES,No Network
800159,CHILDRBRIDGE CENTER FOR ED HS,No Network
800099,CHILDRENS HABILITATION CENTER ES,No Network
800100,CHILDRENS HABILITATION CENTER HS,No Network
850068,CHILDRENS HOME AND AID SOCIETY,No Network
850069,CHILDRENS PLACE ASSOCIATION,No Network
850070,CHILDSERV - WEST CHICAGO,No Network
850071,CHINESE AMERICAN SERVICE LEAGUE,No Network
850107,CHLDRENS DEV INSTIT - SOUTH SHORE,No Network
850004,CHLDRNS CNTR CREATIVE LEARNING,No Network
909854,CHOPIN EVE,No Network
309854,CHOPIN SUM,No Network
909855,CHRISTOPHER EVE,No Network
850072,CHRISTOPHER HOUSE - BELMONT CRAGIN,No Network
850073,CHRISTOPHER HOUSE - LOGAN SQUARE,No Network
850074,CHRISTOPHER HOUSE - UPTOWN,No Network
309855,CHRISTOPHER SUM,No Network
850026,CITY COLLEGE - KENNEDY KING,No Network
300006,CITY WIDE PROGRAMS SUM,No Network
610497,CITYWIDE OSS SCHOOLS,No Network
910497,CITYWIDE OSS SCHOOLS EVE,No Network
310497,CITYWIDE OSS SCHOOLS SUM,No Network
6,CITYWIDE PROGRAMS,No Network
8,CITYWIDE PROGRAMS ES,No Network
910347,CLAREMONT EVE,No Network
310347,CLAREMONT SUM,No Network
909795,CLARK ES EVE,No Network
309795,CLARK ES SUM,No Network
910244,CLARK HS EVE,No Network
310244,CLARK HS SUM,No Network
800144,CLASSROOM CONNECTION DAY SCHOOL ES,No Network
800145,CLASSROOM CONNECTION DAY SCHOOL HS,No Network
909856,CLAY EVE,No Network
309856,CLAY SUM,No Network
909759,CLEMENTE HS EVE,No Network
309759,CLEMENTE HS SUM,No Network
909857,CLEVELAND EVE,No Network
309857,CLEVELAND SUM,No Network
909859,CLINTON EVE,No Network
309859,CLINTON SUM,No Network
909861,CLISSOLD EVE,No Network
309861,CLISSOLD SUM,No Network
850042,CNTR NEW HORIZONS EFFIE O ELLIS,No Network
910199,COLEMON EVE,No Network
310199,COLEMON SUM,No Network
909862,COLES EVE,No Network
309862,COLES SUM,No Network
910499,COLLINS HS EVE,No Network
310499,COLLINS HS SUM,No Network
910170,COLUMBIA EXPLORERS EVE,No Network
310170,COLUMBIA EXPLORERS SUM,No Network
909863,COLUMBUS EVE,No Network
309863,COLUMBUS SUM,No Network
850075,CONCORDIA PLACE - SEELEY,No Network
850076,CONCORDIA PLACE - WHIPPLE,No Network
909864,COOK EVE,No Network
309864,COOK SUM,No Network
909866,COONLEY EVE,No Network
309866,COONLEY SUM,No Network
909867,COOPER EVE,No Network
309867,COOPER SUM,No Network
800162,CORE SUPPORTED ES,No Network
800163,CORE SUPPORTED HS,No Network
909870,CORKERY EVE,No Network
309870,CORKERY SUM,No Network
909761,CORLISS HS EVE,No Network
309761,CORLISS HS SUM,No Network
910355,COURTENAY EVE,No Network
310355,COURTENAY SUM,No Network
800266,COVE CAREER,No Network
800041,COVE SCHOOL - INTENSIVE ES,No Network
800042,COVE SCHOOL - INTENSIVE HS,No Network
800039,COVE SCHOOL ES,No Network
800040,COVE SCHOOL HS,No Network
910561,CRANE MEDICAL HS EVE,No Network
310561,CRANE MEDICAL HS SUM,No Network
850172,CREATIVE LITTLE ONES,No Network
909873,CROWN EVE,No Network
309873,CROWN SUM,No Network
850041,CTRS FOR NEW HORIZONS -ALTGELD,No Network
850077,CUDDLE CARE INC,No Network
910003,CUFFE EVE,No Network
310003,CUFFE SUM,No Network
910004,CULLEN EVE,No Network
310004,CULLEN SUM,No Network
909756,CURIE HS EVE,No Network
309756,CURIE HS SUM,No Network
909900,CURTIS EVE,No Network
309900,CURTIS SUM,No Network
850067,CYC - ABC FAMILY CENTER,No Network
850239,CYC - CALUMET HEIGHTS,No Network
850053,CYC - CENTRO NUESTRO,No Network
850066,CYC - REBECCA K CROWN CENTER,No Network
910239,DALEY EVE,No Network
310239,DALEY SUM,No Network
909875,DARWIN EVE,No Network
309875,DARWIN SUM,No Network
910521,DAVIS M EVE,No Network
310521,DAVIS M SUM,No Network
909876,DAVIS N EVE,No Network
309876,DAVIS N SUM,No Network
909879,DAWES EVE,No Network
309879,DAWES SUM,No Network
910313,DE DIEGO EVE,No Network
310313,DE DIEGO SUM,No Network
909880,DECATUR EVE,No Network
309880,DECATUR SUM,No Network
909883,DENEEN EVE,No Network
309883,DENEEN SUM,No Network
910367,DEPRIEST EVE,No Network
310367,DEPRIEST SUM,No Network
910252,DETT EVE,No Network
310252,DETT SUM,No Network
909884,DEVER EVE,No Network
309884,DEVER SUM,No Network
800242,DEVEREUX GLENHOLME SCHOOL ES,No Network
800243,DEVEREUX GLENHOLME SCHOOL HS,No Network
800247,DEVEREUX TEXAS TREATMENT NETWORK ES,No Network
800248,DEVEREUX TEXAS TREATMENT NETWORK HS,No Network
800249,DEVEREUX-UNITS 4 AND 5 ES,No Network
800250,DEVEREUX-UNITS 4 AND 5 HS,No Network
910402,DEVRY HS EVE,No Network
310402,DEVRY HS SUM,No Network
909885,DEWEY EVE,No Network
309885,DEWEY SUM,No Network
850110,DIANAS PLAYPEN OF LITTLE GENIUSES,No Network
909874,DIRKSEN EVE,No Network
309874,DIRKSEN SUM,No Network
910363,DISNEY EVE,No Network
910515,DISNEY II ES EVE,No Network
310515,DISNEY II ES SUM,No Network
910564,DISNEY II HS EVE,No Network
310564,DISNEY II HS SUM,No Network
310363,DISNEY SUM,No Network
1,DISTRICT SCHOOL,No Network
850137,DIVERSEY DAYCARE,No Network
909887,DIXON EVE,No Network
309887,DIXON SUM,No Network
909891,DOOLITTLE EVE,No Network
309891,DOOLITTLE SUM,No Network
909893,DORE EVE,No Network
309893,DORE SUM,No Network
910245,DOUGLASS HS EVE,No Network
310245,DOUGLASS HS SUM,No Network
909894,DRAKE EVE,No Network
309894,DRAKE SUM,No Network
850005,DREAMCHILD DEVELOPMENT CENTER,No Network
909896,DRUMMOND EVE,No Network
309896,DRUMMOND SUM,No Network
610495,DUAL ENR OSS SCHOOLS,No Network
910495,DUAL ENR OSS SCHOOLS EVE,No Network
310495,DUAL ENR OSS SCHOOLS SUM,No Network
910364,DUBOIS EVE,No Network
310364,DUBOIS SUM,No Network
910263,DULLES EVE,No Network
310263,DULLES SUM,No Network
909676,DUNBAR HS EVE,No Network
309676,DUNBAR HS SUM,No Network
910188,DUNNE EVE,No Network
310188,DUNNE SUM,No Network
910352,DURKIN PARK EVE,No Network
310352,DURKIN PARK SUM,No Network
910254,DVORAK EVE,No Network
310254,DVORAK SUM,No Network
910587,DYETT ARTS HS EVE,No Network
310587,DYETT ARTS HS SUM,No Network
910316,EARHART EVE,No Network
310316,EARHART SUM,No Network
909897,EARLE EVE,No Network
309897,EARLE SUM,No Network
850078,EARLY CHILD CARE SERVICES INC,No Network
850081,EASTER SEALS METRO CHICAGO,No Network
800081,EASTER SEALS SOUTH - INTENSIVE ES,No Network
800082,EASTER SEALS SOUTH - INTENSIVE HS,No Network
800033,EASTER SEALS THER INTENSIVE ES,No Network
800034,EASTER SEALS THER INTENSIVE HS,No Network
800004,EASTER SEALS THERAPEUTIC ES,No Network
800005,EASTER SEALS THERAPEUTIC HS,No Network
800079,EASTER SEALS THERAPEUTIC-SOUTH ES,No Network
800080,EASTER SEALS THERAPEUTIC-SOUTH HS,No Network
800167,EASTERSEALS ACAD - MACH PK - INT ES,No Network
800168,EASTERSEALS ACAD - MACH PK - INT HS,No Network
800165,EASTERSEALS ACAD - MACH PK ES,No Network
800166,EASTERSEALS ACAD - MACH PK HS,No Network
909898,EBERHART EVE,No Network
309898,EBERHART SUM,No Network
909899,EBINGER EVE,No Network
309899,EBINGER SUM,No Network
800261,ECHO SCHOOL ES,No Network
800262,ECHO SCHOOL HS,No Network
909901,EDGEBROOK EVE,No Network
309901,EDGEBROOK SUM,No Network
909794,EDISON EVE,No Network
910523,EDISON PARK EVE,No Network
310523,EDISON PARK SUM,No Network
309794,EDISON SUM,No Network
909903,EDWARDS EVE,No Network
309903,EDWARDS SUM,No Network
850082,EL HOGAR DEL NINO - NEW LOOMIS,No Network
850087,EL VALOR - GUADALUPE REYES CHLDRN,No Network
850096,EL VALOR -REY B GONZALEZ CHLDRN,No Network
800055,ELIM CHRISTIAN SCHOOL-DAY ES,No Network
800056,ELIM CHRISTIAN SCHOOL-DAY HS,No Network
800057,ELIM CHRISTIAN SCHOOL-INTENSIVE ES,No Network
800058,ELIM CHRISTIAN SCHOOL-INTENSIVE HS,No Network
800059,ELIM PATHWAYS ES,No Network
800060,ELIM PATHWAYS HS,No Network
909904,ELLINGTON EVE,No Network
309904,ELLINGTON SUM,No Network
910592,ENGLEWOOD STEM HS EVE,No Network
310592,ENGLEWOOD STEM HS SUM,No Network
909907,ERICSON EVE,No Network
309907,ERICSON SUM,No Network
850102,ERIE NEIGHBORHOOD HOUSE,No Network
909908,ESMOND EVE,No Network
309908,ESMOND SUM,No Network
800146,ESPERANZA LEARNING CENTER HS,No Network
800147,ESPERANZA SCHOOL - INTENSIVE ES,No Network
800148,ESPERANZA SCHOOL - INTENSIVE HS,No Network
800006,ESPERANZA THERAPEUTIC ES,No Network
800007,ESPERANZA THERAPEUTIC HS,No Network
909909,EVERETT EVE,No Network
309909,EVERETT SUM,No Network
910319,EVERGREEN EVE,No Network
310319,EVERGREEN SUM,No Network
910362,EVERS EVE,No Network
310362,EVERS SUM,No Network
800031,EXPRESSIVE ARTS & LEARN (SEAL) ES,No Network
800032,EXPRESSIVE ARTS & LEARN (SEAL) HS,No Network
850043,EYES ON THE FUTURE,No Network
910057,FAIRFIELD EVE,No Network
310057,FAIRFIELD SUM,No Network
909910,FALCONER EVE,No Network
309910,FALCONER SUM,No Network
850174,FAMILY CHILD CARE HOME - DOTY KATERRIA,No Network
850175,FAMILY CHILD CARE HOME-JACQUELIN HOPGOOD-GERMAN,No Network
850183,FAMILY CHILDCARE HOME - JUAN L. FUENTES,No Network
850184,FAMILY CHILDCARE HOME - LAURA MALDONADO,No Network
850185,FAMILY CHILDCARE HOME - LOLITA SCOTT,No Network
850186,FAMILY CHILDCARE HOME - LUCIA RUBIO,No Network
850187,FAMILY CHILDCARE HOME - MARIA DIAZ,No Network
850189,FAMILY CHILDCARE HOME - MARIA RUBIO,No Network
850190,FAMILY CHILDCARE HOME - MARIA TERESA MONTES DE OCA,No Network
850191,FAMILY CHILDCARE HOME - MARIA ZALAZAR,No Network
850192,FAMILY CHILDCARE HOME - MARTHA ORNELAS,No Network
850193,FAMILY CHILDCARE HOME - MAYRA JAIMES,No Network
850194,FAMILY CHILDCARE HOME - NANCY AGUIRRE,No Network
850195,FAMILY CHILDCARE HOME - PERLA YASUDA,No Network
850196,FAMILY CHILDCARE HOME - ROSA ALVARADO,No Network
850188,FAMILY CHILDCARE HOME - ROSALBA ZERMENO,No Network
850197,FAMILY CHILDCARE HOME - VIRIDIANA FERNANDEZ,No Network
850103,FAMILY FOCUS - ENGLEWOOD PI,No Network
850105,FAMILY FOCUS - LAWNDALE,No Network
850106,FAMILY FOCUS - NUESTRA FAMILLA,No Network
850173,FAMILY OUTREACH INITIATIVE,No Network
910055,FARADAY EVE,No Network
310055,FARADAY SUM,No Network
909912,FARNSWORTH EVE,No Network
309912,FARNSWORTH SUM,No Network
909704,FARRAGUT HS EVE,No Network
309704,FARRAGUT HS SUM,No Network
800138,FELICITY SCHOOLS LLC ES,No Network
800139,FELICITY SCHOOLS LLC HS,No Network
909705,FENGER HS EVE,No Network
309705,FENGER HS SUM,No Network
909917,FERNWOOD EVE,No Network
309917,FERNWOOD SUM,No Network
909918,FIELD EVE,No Network
309918,FIELD SUM,No Network
909967,FINKL EVE,No Network
309967,FINKL SUM,No Network
850080,FIRST START CHILD CARE ACAD SOUTH,No Network
909919,FISKE EVE,No Network
309919,FISKE SUM,No Network
909708,FOREMAN HS EVE,No Network
309708,FOREMAN HS SUM,No Network
850108,FORESIGHT CHILDREN LEARNING CTR,No Network
909924,FORT DEARBORN EVE,No Network
309924,FORT DEARBORN SUM,No Network
909927,FOSTER PARK EVE,No Network
309927,FOSTER PARK SUM,No Network
800164,FOX TECH TRANSITION PROGRAM,No Network
909926,FRANKLIN EVE,No Network
309926,FRANKLIN SUM,No Network
910503,FRAZIER PROSPECTIVE EVE,No Network
310503,FRAZIER PROSPECTIVE SUM,No Network
909928,FULLER EVE,No Network
309928,FULLER SUM,No Network
909929,FULTON EVE,No Network
309929,FULTON SUM,No Network
909930,FUNSTON EVE,No Network
309930,FUNSTON SUM,No Network
800311,FUSION ES,No Network
800312,FUSION HS,No Network
850231,GADS HILL CENTER - CULLERTON,No Network
850114,GADS HILL CENTER - KOVE,No Network
850113,GADS HILL CENTER - OGDEN,No Network
850112,GADS HILL CTR-GH ARCHER BRITON PK,No Network
850111,GADS HILL HOME VISITING,No Network
909709,GAGE PARK HS EVE,No Network
309709,GAGE PARK HS SUM,No Network
909933,GALE EVE,No Network
309933,GALE SUM,No Network
850079,GALEWOOD ENTERPRISES LTD,No Network
910009,GALILEO EVE,No Network
310009,GALILEO SUM,No Network
909935,GALLISTEL EVE,No Network
309935,GALLISTEL SUM,No Network
910128,GARVEY EVE,No Network
310128,GARVEY SUM,No Network
909937,GARVY EVE,No Network
309937,GARVY SUM,No Network
909938,GARY EVE,No Network
309938,GARY SUM,No Network
800111,GIANT STEPS-ILLINOIS ES,No Network
800112,GIANT STEPS-ILLINOIS HS,No Network
800113,GIANT STEPS-ILLINOIS-INTENSIVE ES,No Network
800114,GIANT STEPS-ILLINOIS-INTENSIVE HS,No Network
909939,GILLESPIE EVE,No Network
309939,GILLESPIE SUM,No Network
909942,GOETHE EVE,No Network
309942,GOETHE SUM,No Network
910558,GOODE HS EVE,No Network
310558,GOODE HS SUM,No Network
909945,GOUDY EVE,No Network
309945,GOUDY SUM,No Network
850059,GRAHAM CRACKERS,No Network
850060,GRAHAM CRACKERS II,No Network
909947,GRAHAM ES EVE,No Network
309947,GRAHAM ES SUM,No Network
909769,GRAHAM HS EVE,No Network
309769,GRAHAM HS SUM,No Network
909949,GRAY EVE,No Network
309949,GRAY SUM,No Network
909850,GREELEY EVE,No Network
309850,GREELEY SUM,No Network
910032,GREEN EVE,No Network
310032,GREEN SUM,No Network
909952,GREENE EVE,No Network
309952,GREENE SUM,No Network
909954,GREGORY EVE,No Network
309954,GREGORY SUM,No Network
909955,GRESHAM EVE,No Network
309955,GRESHAM SUM,No Network
909956,GRIMES EVE,No Network
309956,GRIMES SUM,No Network
909944,GRISSOM EVE,No Network
309944,GRISSOM SUM,No Network
800220,GROVE SCHOOL ES,No Network
800221,GROVE SCHOOL HS,No Network
909958,GUNSAULUS EVE,No Network
309958,GUNSAULUS SUM,No Network
909959,HAINES EVE,No Network
309959,HAINES SUM,No Network
909960,HALE EVE,No Network
309960,HALE SUM,No Network
909808,HALEY EVE,No Network
309808,HALEY SUM,No Network
909963,HAMILTON EVE,No Network
309963,HAMILTON SUM,No Network
909964,HAMLINE EVE,No Network
309964,HAMLINE SUM,No Network
909966,HAMMOND EVE,No Network
309966,HAMMOND SUM,No Network
909807,HAMPTON EVE,No Network
309807,HAMPTON SUM,No Network
909694,HANCOCK HS EVE,No Network
309694,HANCOCK HS SUM,No Network
910068,HANSON PARK EVE,No Network
310068,HANSON PARK SUM,No Network
909710,HARLAN HS EVE,No Network
309710,HARLAN HS SUM,No Network
909969,HARTE EVE,No Network
309969,HARTE SUM,No Network
909971,HARVARD EVE,No Network
309971,HARVARD SUM,No Network
909972,HAUGAN EVE,No Network
309972,HAUGAN SUM,No Network
909974,HAWTHORNE EVE,No Network
309974,HAWTHORNE SUM,No Network
909975,HAY EVE,No Network
309975,HAY SUM,No Network
909976,HAYT EVE,No Network
309976,HAYT SUM,No Network
909979,HEALY EVE,No Network
309979,HEALY SUM,No Network
909981,HEARST EVE,No Network
309981,HEARST SUM,No Network
800179,HEARTSPRING - INTENSIVE ES,No Network
800180,HEARTSPRING - INTENSIVE HS,No Network
800177,HEARTSPRING ES,No Network
800178,HEARTSPRING HS,No Network
850007,HEAVENS LEARNING GARDEN INC,No Network
850006,HEAVENS LRNING GRDEN -HEVEN CHILD,No Network
909983,HEDGES EVE,No Network
309983,HEDGES SUM,No Network
909985,HEFFERAN EVE,No Network
309985,HEFFERAN SUM,No Network
800075,HELPING HAND SCHOOL ES,No Network
800076,HELPING HAND SCHOOL HS,No Network
909986,HENDERSON EVE,No Network
309986,HENDERSON SUM,No Network
909987,HENDRICKS EVE,No Network
309987,HENDRICKS SUM,No Network
850119,HENRY BOOTH HOUSE,No Network
850118,HENRY BOOTH HOUSE - HEGEWISCH,No Network
850126,HENRY BOOTH HOUSE - NEAR SOUTH,No Network
909988,HENRY EVE,No Network
309988,HENRY SUM,No Network
910532,HERNANDEZ EVE,No Network
310532,HERNANDEZ SUM,No Network
909991,HERZL EVE,No Network
309991,HERZL SUM,No Network
909994,HIBBARD EVE,No Network
309994,HIBBARD SUM,No Network
910295,HIGGINS EVE,No Network
310295,HIGGINS SUM,No Network
850128,HIGHER LEARNING DC AND EDUCATION CENTER,No Network
800008,HILLSIDE ACAD EAST THERAPEUTIC HS,No Network
800019,HILLSIDE ACADEMY EAST THERAPEUTIC ES,No Network
909712,HIRSCH HS EVE,No Network
309712,HIRSCH HS SUM,No Network
909995,HITCH EVE,No Network
309995,HITCH SUM,No Network
909996,HOLDEN EVE,No Network
309996,HOLDEN SUM,No Network
909997,HOLMES EVE,No Network
309997,HOLMES SUM,No Network
850131,HOLY FAMILY MINISTRIES,No Network
2,HOME SCHOOLED,No Network
800183,HOPE LEARNING ACADEMY - INT ES,No Network
800184,HOPE LEARNING ACADEMY - INT HS,No Network
800181,HOPE LEARNING ACADEMY ES,No Network
800182,HOPE LEARNING ACADEMY HS,No Network
800185,HOPE VOCATIONAL ACADEMY,No Network
800143,HOPEWELL ACADEMY OF ORLAND PARK,No Network
850232,HOWARD AREA EARLY CHILDHOOD CNTR,No Network
910000,HOWE EVE,No Network
310000,HOWE SUM,No Network
910002,HOYNE EVE,No Network
310002,HOYNE SUM,No Network
909741,HUBBARD HS EVE,No Network
309741,HUBBARD HS SUM,No Network
910005,HUGHES C EVE,No Network
310005,HUGHES C SUM,No Network
910368,HUGHES L EVE,No Network
310368,HUGHES L SUM,No Network
910006,HURLEY EVE,No Network
310006,HURLEY SUM,No Network
800257,HYDE PARK DAY LEMONT ES,No Network
800101,HYDE PARK DAY SCHOOL-CHICAGO,No Network
800102,HYDE PARK DAY SCHOOL-NORTH,No Network
909713,HYDE PARK HS EVE,No Network
309713,HYDE PARK HS SUM,No Network
800069,ICRE,No Network
850045,ILLINOIS INSTITUTE FOR CHILDREN,No Network
850088,INFANT WELFARE SOCIETY OF CHICAGO,No Network
910384,INFINITY HS EVE,No Network
310384,INFINITY HS SUM,No Network
910078,INTER-AMERICAN EVE,No Network
310078,INTER-AMERICAN SUM,No Network
800152,INTERMOUNTAIN CHILDRENS HOME ES,No Network
800153,INTERMOUNTAIN CHILDRENS HOME HS,No Network
910121,IRVING EVE,No Network
310121,IRVING SUM,No Network
850134,IT TAKES A VILLAGE C C SERVICES,No Network
850236,IT TAKES A VILLAGE EARLY LEARNING CTR (4020),No Network
850133,IT TAKES A VILLAGE EARLY LRNING,No Network
850237,J & L FAMILY LEARNING DAY CARE,No Network
850008,J AND L FAMILY LEARNING CENTER,No Network
850009,J AND L FAMILY LEARNING CENTER 2,No Network
910060,JACKSON A EVE,No Network
310060,JACKSON A SUM,No Network
910369,JACKSON M EVE,No Network
310369,JACKSON M SUM,No Network
850040,JADONAL E FORD CENTER,No Network
910010,JAHN EVE,No Network
310010,JAHN SUM,No Network
910011,JAMIESON EVE,No Network
310011,JAMIESON SUM,No Network
800077,JEANINE SCHULTZ SCHOOL ES,No Network
800078,JEANINE SCHULTZ SCHOOL HS,No Network
909783,JEFFERSON HS EVE,No Network
309783,JEFFERSON HS SUM,No Network
850120,JELLY BEAN 74TH,No Network
910271,JENSEN EVE,No Network
310271,JENSEN SUM,No Network
800149,JEWISH CHILD FAMILY SVS - INT ES,No Network
800150,JEWISH CHILD FAMILY SVS - INT HS,No Network
800010,JEWISH CHILD FAMILY THERAPEUTIC ES,No Network
800011,JEWISH CHILD FAMILY THERAPEUTIC HS,No Network
910274,JOHNSON EVE,No Network
310274,JOHNSON SUM,No Network
909678,JONES HS EVE,No Network
309678,JONES HS SUM,No Network
909805,JOPLIN EVE,No Network
309805,JOPLIN SUM,No Network
909865,JORDAN EVE,No Network
309865,JORDAN SUM,No Network
800288,JTC ACADEMY WEST HS,No Network
909764,JUAREZ HS EVE,No Network
309764,JUAREZ HS SUM,No Network
850135,JUDAH NORTH,No Network
909762,JULIAN HS EVE,No Network
309762,JULIAN HS SUM,No Network
910015,JUNGMAN EVE,No Network
310015,JUNGMAN SUM,No Network
909920,KANOON EVE,No Network
309920,KANOON SUM,No Network
910084,KELLER EVE,No Network
310084,KELLER SUM,No Network
909925,KELLMAN EVE,No Network
309925,KELLMAN SUM,No Network
910016,KELLOGG EVE,No Network
310016,KELLOGG SUM,No Network
909715,KELLY HS EVE,No Network
309715,KELLY HS SUM,No Network
909716,KELVYN PARK HS EVE,No Network
309716,KELVYN PARK HS SUM,No Network
800234,KEMMERER VILLAGE ES,No Network
800235,KEMMERER VILLAGE HS,No Network
909718,KENNEDY HS EVE,No Network
309718,KENNEDY HS SUM,No Network
909746,KENWOOD HS EVE,No Network
309746,KENWOOD HS SUM,No Network
850121,KENYATTAS DAY CARE CENTER,No Network
910019,KERSHAW EVE,No Network
310019,KERSHAW SUM,No Network
800091,KESHET DAY SCHOOL,No Network
800092,KESHET DAY SCHOOL - INTENSIVE,No Network
800093,KESHET HIGH SCHOOL,No Network
800094,KESHET HIGH SCHOOL - INTENSIVE,No Network
800095,KESHET TRANSITION PROGRAM,No Network
800096,KESHET TRANSITION PROGRAM - INTENSIVE,No Network
850109,KIDDIE COLLEGE LEARNING CENTER,No Network
850089,KIDDY KARE PREK - KIDDY KARE I,No Network
850091,KIDDY KARE PREK - KIDZ COLONY,No Network
850093,KIDDY KARE PREK - LITTLE TYKES I,No Network
850092,KIDDY KARE PREK- LITTLE LRNERS DC,No Network
850094,KIDDY KARE PREK-LITTLE TYKES II,No Network
850090,KIDDY KARE SITE 1,No Network
850061,KIDZ CREATIVE CONCEPTS LEARNING CENTER #2,No Network
910022,KILMER EVE,No Network
310022,KILMER SUM,No Network
850138,KIMBALL DAYCARE,No Network
910299,KING ES EVE,No Network
310299,KING ES SUM,No Network
909751,KING HS EVE,No Network
309751,KING HS SUM,No Network
910026,KINZIE EVE,No Network
310026,KINZIE SUM,No Network
910027,KIPLING EVE,No Network
310027,KIPLING SUM,No Network
910030,KOZMINSKI EVE,No Network
310030,KOZMINSKI SUM,No Network
850129,LAKE SHORE SCHOOLS - CLARK,No Network
850130,LAKE SHORE SCHOOLS - GREENVIEW,No Network
909719,LAKE VIEW HS EVE,No Network
309719,LAKE VIEW HS SUM,No Network
800255,LAKEMARY CENTER ES,No Network
800256,LAKEMARY CENTER HS,No Network
850046,LAKESHORE LEARNING ACADEMY,No Network
850122,LAKEVIEW DEVELOPMENT CENTER,No Network
909720,LANE TECH HS EVE,No Network
309720,LANE TECH HS SUM,No Network
909869,LANGFORD EVE,No Network
309869,LANGFORD SUM,No Network
909993,LARA EVE,No Network
309993,LARA SUM,No Network
910033,LASALLE EVE,No Network
910520,LASALLE II EVE,No Network
310520,LASALLE II SUM,No Network
310033,LASALLE SUM,No Network
800186,"LATHAM CENTERS, INC. ES",No Network
800187,"LATHAM CENTERS, INC. HS",No Network
800281,LAUREATE DAY SCHOOL - INT,No Network
800126,LAUREATE DAY SCHOOL ES,No Network
800127,LAUREATE DAY SCHOOL HS,No Network
910208,LAVIZZO EVE,No Network
310208,LAVIZZO SUM,No Network
910034,LAWNDALE EVE,No Network
310034,LAWNDALE SUM,No Network
800020,LAWRENCE HALL THERAPEUTIC ES,No Network
